#class tools::wcsv::ntuple
#title Hits
#separator 44
#vector_separator 59
#column int det00
#column int det01
#column int det02
#column int det03
#column int det10
#column int det11
#column int det12
#column int det13
#column int det20
#column int det21
#column int det22
#column int det23
#column int det30
#column int det31
#column int det32
#column int det33
6,2,5,3,2,1,3,2,8,1,3,2,1,4,2,4
